Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,,,,164,218,,,,,,,,,Carrot,,,,,,,,,
ComboTask_Buddies_hard,Combo,GiveHelp,TID_COMBO_TASKS_BUDDIES_TITLE,TID_NEIGHBORHOOD_TASK_GIVE_HELP_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_HELP_TASK,icon_combo_task,tool_request_help,9,15,,36,8,32,40,41,10,0,,,,230,320,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,8,13,,,,,,,,,,,,,,,,,,
,,FeedAnyAnimal,,TID_NEIGHBORHOOD_TASK_FEED_ANIMAL_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FEEDANIMAL_TASK,,tool_feed_question,84,117,,,,,,,,,,,,,,,,,,
ComboTask_Angler_hard,Combo,FishLureByWeight,TID_COMBO_TASKS_ANGLER_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,icon_combo_task,nh_derby_task_fishing_order,35,60,,27,8,32,40,41,10,0,,,,230,320,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,14,,,,,,,,,Blue Woolly Hat,Loom,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,11,,,,,,,,,Blackberry Muffin,Bakery,,,,,,,,
ComboTask_Brunch_hard,Combo,CollectGood,TID_COMBO_TASKS_BRUNCH_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,7,9,,66,8,32,40,41,10,0,Baked Potato,Barbecue_Grill,,230,320,1500,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,8,,,,,,,,,GreenSmoothie,Smoothie_Mixer,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,12,,,,,,,,,Bacon and Eggs,Barbecue_Grill,,,,,,,,
ComboTask_Chilly_hard,Combo,CollectGood,TID_COMBO_TASKS_CHILLY_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,5,7,,47,8,32,40,41,10,0,Sweater,Loom,,230,320,1500,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,12,16,,,,,,,,,Hot Chocolate,Cafe_Kiosk,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,,,,,,,,Pumpkin Pie,Pie_Oven,,,,,,,,
ComboTask_Sweets_hard,Combo,HarvestCrop,TID_COMBO_TASKS_SWEETS_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,icon_combo_task,,110,150,,52,8,32,40,41,10,0,Strawberry,,,230,320,2400,3600,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,,,,,,,,Toffee,Candy_Machine,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,,,,,,,,Vanilla Ice Cream,Ice_Cream_Maker,,,,,,,,
ComboTask_Warm_hard,Combo,CollectGood,TID_COMBO_TASKS_WARM_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,5,7,,29,8,32,40,41,10,0,Vanilla Ice Cream,Ice_Cream_Maker,,230,320,1500,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,10,,,,,,,,,Berry Cake,Cake_Oven,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,11,,,,,,,,,Cotton Shirt,Sewing_Machine,,,,,,,,
ComboTask_Spa_hard,Combo,CollectGood,TID_COMBO_TASKS_SPA_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,7,9,,60,8,32,40,41,10,0,OliveOil,Sauce_Mixer,,230,320,1500,2400,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,,,,,,,,Goat Cheese,Dairy,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,6,,,,,,,,,Strawberry Candle,Candle_Maker,,,,,,,,
ComboTask_Cornucopia_hard,Combo,HarvestCrop,TID_COMBO_TASKS_CORNUCOPIA_TITLE,TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,,icon_combo_task,,111,151,,35,8,32,40,41,10,0,Tomato,,,230,320,2100,3000,1800,1800,5
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,,,,114,155,,,,,,,,,Potato,,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,,,,190,251,,,,,,,,,Corn,,,,,,,,,
ComboTask_Tough_hard,Combo,ExcavateOre,TID_COMBO_TASKS_TOUGH_TITLE,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,icon_combo_task,nh_derby_task_mine_order,27,46,,70,8,32,40,41,10,0,,,,230,320,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,14,,,,,,,,,Honey Toast,Sandwich_Bar,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,7,,,,,,,,,YogurtSmoothie,Smoothie_Mixer,,,,,,,,
ComboTask_Townies_hard,Combo,ServeTownVisitor,TID_COMBO_TASKS_TOWNIES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_french_lady,3,5,,36,8,32,40,41,10,0,FrenchLady,,,230,320,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_salesman,3,5,,,,,,,,,Salesman,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_granpa,3,5,,,,,,,,,Grandpa,,,,,,,,,
ComboTask_Townies2_hard,Combo,ServeTownVisitor,TID_COMBO_TASKS_TOWNIES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_leyla,3,5,,36,8,32,40,41,10,0,Leyla,,,230,320,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_mechanic,3,5,,,,,,,,,Mechanic,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_teacher,3,5,,,,,,,,,Teacher,,,,,,,,,
ComboTask_Crafts_hard,Combo,CollectAnimalProduct,TID_COMBO_TASKS_CRAFTS_TITLE,TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,,icon_combo_task,,22,40,,52,8,32,40,41,10,0,Wool,,,230,320,1800,2700,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,,,,,,,,Raspberry Candle,Candle_Maker,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,,,,115,157,,,,,,,,,Pumpkin,,,,,,,,,
ComboTask_Daytrip_hard,Combo,FishLureByWeight,TID_COMBO_TASKS_DAYTRIP_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,icon_combo_task,nh_derby_task_fishing_order,35,60,,75,8,32,40,41,10,0,,,,230,320,0,0,1800,1800,5
,,CarOrder,,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,,nh_derby_task_car_order,10,16,,,,,,,,,,,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,15,,,,,,,,,Hot Dog,Hotdog_Stand,,,,,,,,
ComboTask_Market_hard,Combo,HarvestCrop,TID_COMBO_TASKS_MARKET_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,icon_combo_task,,110,150,,50,8,32,40,41,10,0,Strawberry,,,230,320,0,0,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,,,,17,31,,,,,,,,,Goat Milk,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,8,13,,,,,,,,,,,,,,,,,,
ComboTask_Vegan_hard,Combo,CollectGood,TID_COMBO_TASKS_VEGAN_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,6,8,,76,8,32,40,41,10,0,Tofu Dog,Hotdog_Stand,,230,320,1500,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,,,,,,,,Chili Popcorn,Popcorn_Pot,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,,,,,,,,Tomato Juice,Juice_Press,,,,,,,,
ComboTask_Muscles_hard,Combo,ServeTownVisitor,TID_COMBO_TASKS_MUSCLES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_strongman,3,5,,36,8,32,40,41,10,0,Strongman,,,230,320,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,12,,,,,,,,,Bacon and Eggs,Barbecue_Grill,,,,,,,,
,,ExcavateOre,,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,,nh_derby_task_mine_order,27,46,,,,,,,,,,,,,,,,,,
ComboTask_Orders_320,Combo,CarOrder,TID_COMBO_TASKS_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,icon_combo_task,nh_derby_task_car_order,16,16,,36,4,16,27,40,10,0,,,,320,320,0,0,1800,1800,5
,,BoatOrder,,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_BOATORDERS_TASK,,nh_derby_task_boat_order,2,2,,,,,,,,,,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,13,13,,,,,,,,,,,,,,,,,,
ComboTask_Picnic_320,Combo,CollectGood,TID_COMBO_TASKS_PICNIC_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,7,7,,34,4,16,27,40,10,0,Apple Juice,Juice_Press,,320,320,2400,2400,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,9,,,,,,,,,Carrot Cake,Cake_Oven,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,7,,,,,,,,,Feta Pie,Pie_Oven,,,,,,,,
ComboTask_Breakfast_320,Combo,CollectAnimalProduct,TID_COMBO_TASKS_BREAKFAST_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,icon_combo_task,,50,50,,42,4,16,27,40,10,0,Milk,,,320,320,2100,2100,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,,,,75,75,,,,,,,,,Egg,,,,,,,,,
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,41,41,,,,,,,,,Bacon,,,,,,,,,
ComboTask_Pets_320,Combo,CollectAnimalProduct,TID_COMBO_TASKS_PETS_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,icon_combo_task,,50,50,,42,4,16,27,40,10,0,Milk,,,320,320,2100,2100,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,41,41,,,,,,,,,Bacon,,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,,,,218,218,,,,,,,,,Carrot,,,,,,,,,
ComboTask_Buddies_320,Combo,GiveHelp,TID_COMBO_TASKS_BUDDIES_TITLE,TID_NEIGHBORHOOD_TASK_GIVE_HELP_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_HELP_TASK,icon_combo_task,tool_request_help,15,15,,36,4,16,27,40,10,0,,,,320,320,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,13,13,,,,,,,,,,,,,,,,,,
,,FeedAnyAnimal,,TID_NEIGHBORHOOD_TASK_FEED_ANIMAL_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FEEDANIMAL_TASK,,tool_feed_question,117,117,,,,,,,,,,,,,,,,,,
ComboTask_Angler_320,Combo,FishLureByWeight,TID_COMBO_TASKS_ANGLER_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,icon_combo_task,nh_derby_task_fishing_order,60,60,,27,4,16,27,40,10,0,,,,320,320,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,14,14,,,,,,,,,Blue Woolly Hat,Loom,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,11,,,,,,,,,Blackberry Muffin,Bakery,,,,,,,,
ComboTask_Brunch_320,Combo,CollectGood,TID_COMBO_TASKS_BRUNCH_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,9,9,,66,4,16,27,40,10,0,Baked Potato,Barbecue_Grill,,320,320,2100,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,8,,,,,,,,,GreenSmoothie,Smoothie_Mixer,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,12,12,,,,,,,,,Bacon and Eggs,Barbecue_Grill,,,,,,,,
ComboTask_Chilly_320,Combo,CollectGood,TID_COMBO_TASKS_CHILLY_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,7,7,,47,4,16,27,40,10,0,Sweater,Loom,,320,320,2100,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,16,16,,,,,,,,,Hot Chocolate,Cafe_Kiosk,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,7,,,,,,,,,Pumpkin Pie,Pie_Oven,,,,,,,,
ComboTask_Sweets_320,Combo,HarvestCrop,TID_COMBO_TASKS_SWEETS_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,icon_combo_task,,150,150,,52,4,16,27,40,10,0,Strawberry,,,320,320,3600,3600,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,9,,,,,,,,,Toffee,Candy_Machine,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,7,,,,,,,,,Vanilla Ice Cream,Ice_Cream_Maker,,,,,,,,
ComboTask_Warm_320,Combo,CollectGood,TID_COMBO_TASKS_WARM_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,7,7,,29,4,16,27,40,10,0,Vanilla Ice Cream,Ice_Cream_Maker,,320,320,2100,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,10,10,,,,,,,,,Berry Cake,Cake_Oven,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,11,,,,,,,,,Cotton Shirt,Sewing_Machine,,,,,,,,
ComboTask_Spa_320,Combo,CollectGood,TID_COMBO_TASKS_SPA_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,9,9,,60,4,16,27,40,10,0,OliveOil,Sauce_Mixer,,320,320,2400,2400,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,9,,,,,,,,,Goat Cheese,Dairy,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,6,,,,,,,,,Strawberry Candle,Candle_Maker,,,,,,,,
ComboTask_Cornucopia_320,Combo,HarvestCrop,TID_COMBO_TASKS_CORNUCOPIA_TITLE,TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,,icon_combo_task,,151,151,,35,4,16,27,40,10,0,Tomato,,,320,320,3000,3000,1800,1800,5
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,,,,155,155,,,,,,,,,Potato,,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,,,,251,251,,,,,,,,,Corn,,,,,,,,,
ComboTask_Tough_320,Combo,ExcavateOre,TID_COMBO_TASKS_TOUGH_TITLE,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,icon_combo_task,nh_derby_task_mine_order,46,46,,70,4,16,27,40,10,0,,,,320,320,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,14,14,,,,,,,,,Honey Toast,Sandwich_Bar,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,7,,,,,,,,,YogurtSmoothie,Smoothie_Mixer,,,,,,,,
ComboTask_Townies_320,Combo,ServeTownVisitor,TID_COMBO_TASKS_TOWNIES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_french_lady,5,5,,36,4,16,27,40,10,0,FrenchLady,,,320,320,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_salesman,5,5,,,,,,,,,Salesman,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_granpa,5,5,,,,,,,,,Grandpa,,,,,,,,,
ComboTask_Townies2_320,Combo,ServeTownVisitor,TID_COMBO_TASKS_TOWNIES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_leyla,5,5,,36,4,16,27,40,10,0,Leyla,,,320,320,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_mechanic,5,5,,,,,,,,,Mechanic,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_teacher,5,5,,,,,,,,,Teacher,,,,,,,,,
ComboTask_Crafts_320,Combo,CollectAnimalProduct,TID_COMBO_TASKS_CRAFTS_TITLE,TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,,icon_combo_task,,40,40,,52,4,16,27,40,10,0,Wool,,,320,320,2700,2700,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,7,,,,,,,,,Raspberry Candle,Candle_Maker,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,,,,157,157,,,,,,,,,Pumpkin,,,,,,,,,
ComboTask_Daytrip_320,Combo,FishLureByWeight,TID_COMBO_TASKS_DAYTRIP_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,icon_combo_task,nh_derby_task_fishing_order,60,60,,75,4,16,27,40,10,0,,,,320,320,0,0,1800,1800,5
,,CarOrder,,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,,nh_derby_task_car_order,16,16,,,,,,,,,,,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,15,15,,,,,,,,,Hot Dog,Hotdog_Stand,,,,,,,,
ComboTask_Market_320,Combo,HarvestCrop,TID_COMBO_TASKS_MARKET_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,icon_combo_task,,150,150,,50,4,16,27,40,10,0,Strawberry,,,320,320,0,0,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,,,,31,31,,,,,,,,,Goat Milk,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,13,13,,,,,,,,,,,,,,,,,,
ComboTask_Vegan_320,Combo,CollectGood,TID_COMBO_TASKS_VEGAN_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,8,8,,76,4,16,27,40,10,0,Tofu Dog,Hotdog_Stand,,320,320,2100,2100,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,7,,,,,,,,,Chili Popcorn,Popcorn_Pot,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,9,,,,,,,,,Tomato Juice,Juice_Press,,,,,,,,
ComboTask_Muscles_320,Combo,ServeTownVisitor,TID_COMBO_TASKS_MUSCLES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_strongman,5,5,,36,4,16,27,40,10,0,Strongman,,,320,320,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,12,12,,,,,,,,,Bacon and Eggs,Barbecue_Grill,,,,,,,,
,,ExcavateOre,,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,,nh_derby_task_mine_order,46,46,,,,,,,,,,,,,,,,,,
