TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN,KR
TID_HINT_ITEMS,Don’t forget to equip your heroes with items!,,,,,,,,,,,
TID_HINT_ITEMS2,"Items can grant your heroes extra abilities, boost their stats, or even increase your gold and xp rewards!",,,,,,,,,,,
TID_HINT_ITEM_UPGRADES,Some items are upgradeable. Remember to upgrade items in the shop!,,,,,,,,,,,
TID_HINT_SEASICK,Heroes that return from tresure hunt will be unable to sail until ship with new heroes is sent!,,,,,,,,,,,
TID_RESOURCE_PACK_GOLD_10000,Pile of gold,,,,,,,,,,,
TID_RESOURCE_PACK_GOLD_50000,Bag of gold,,,,,,,,,,,
TID_RESOURCE_PACK_GOLD_100000,Sacks of gold,,,,,,,,,,,
TID_RESOURCE_PACK_GOLD_500000,Chest of gold,,,,,,,,,,,
TID_BUY_ENERGY_FOR_CHALLENGE_HEADER,Buy <resource>?,,,,,,,,,,,
TID_BUY_ENERGY_FOR_CHALLENGE_TEXT,Buy <count> of <resource> with diamonds?,,,,,,,,,,,
TID_BUY_RESOURCE_PACK_HEADER,Buy <resource>?,,,,,,,,,,,
TID_BUY_RESOURCE_PACK_TEXT,Use Diamonds to buy <count> of <resource>?,,,,,,,,,,,
TID_ABOUT,<names>\n\nThis game is not associated with Super Smash Land by Dan Fornace\n\n\n\n<c3>Smash Land</c> ™ <version>\nCopyright 2015 Supercell Ltd. All Rights Reserved.\nAll use of this software is subject to Terms and Conditions and Privacy Policy at www.supercell.com.\nFor support contact smashland.feedback@supercell.com,,,,,,,,,,,
TID_TEAM_EMPTY_USER_CLICKED,Available when more heroes are unlocked!,,,,,,,,,,,
PVP_WIN_BONUS_SCORECARD_BAR,<c3>DAILY WIN BONUS</c> +<num> XP +<num2> Gold,,,,,,,,,,,
TID_DONATE_HINT,Your hero will be borrowed to your clan mate and will be available for you again in <num> hours at latest.,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_ALREADY_SENT,Wait before sending another request to join this Team!,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_CLOSED,Team is closed!,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_NO_SCORE,You don't have enough Trophies to join this Team.,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN,You are already in a Team!,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_FULL,Team is full!,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_GENERIC,Unable to join the Team!,,,,,,,,,,,
TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS,Unable to join the Team at this time. Please try again later.,,,,,,,,,,,
TID_BEEBOSS_1,Look! A Queen bee!,,,,,,,,,,,
TID_BEEBOSS_2,BZZZ...Hey! I'm a KING!,,,,,,,,,,,
TID_BEEBOSS_REPLAY,Looook! It's the Que...  I mean <c3>KING</c> bee again!,,,,,,,,,,,
TID_BEEBOSS_WIN,BZZZ!,,,,,,,,,,,
TID_BEEBOSS_LOSE,Bzzzz...zzz..zz.z!,,,,,,,,,,,
TID_DESERT_BOSS_1,What a strange looking creature. Couple of good whacks on the head should do it! ,,,,,,,,,,,
TID_DESERT_BOSS_REPLAY,"Hey, its that crazy skull, head thing again. Far out!",,,,,,,,,,,
TID_DESERT_BOSS_WIN,Boom! Down goes the head.,,,,,,,,,,,
TID_DESERT_BOSS_LOSE,!#?&!,,,,,,,,,,,
TID_SPOOKY_BOSS_1,Whoah... check out this FUNGI! There is something about that moustache that makes you look mean... let's bounce!,,,,,,,,,,,
TID_SPOOKY_BOSS_REPLAY,You don't look that tough!... I eat mushrooms for breakfast!,,,,,,,,,,,
TID_SPOOKY_BOSS_WIN,Mustache man down!,,,,,,,,,,,
TID_SPOOKY_BOSS_LOSE,Next time I'll take you down mustache man!,,,,,,,,,,,
TID_PLAYER_TROPHIES,Your Trophies:,,,,,,,,,,,
TID_NEXT_TIER_AT,Next Rank at:,,,,,,,,,,,
TID_TIER_TEXT,Rank: <text>,,,,,,,,,,,
TID_TIER_WIN_PVP,"On this Rank, winning a multiplayer match gives you:",,,,,,,,,,,
TID_CONNECTION_WITH_SERVER_IS_NOT_WORKING,Your network connection is slow!,,,,,,,,,,,
TID_SPECIAL_ATTACK_HINT,Your hero's special attack charges up with bounces!,,,,,,,,,,,
TID_EXP_LEVEL,XP Level,,,,,,,,,,,
TID_TEAMS_AVAILABLE_LATER,Teams are available when you reach:,,,,,,,,,,,
TID_JOIN_TEAM,Join a Team now!,,,,,,,,,,,
TID_TEAMS_HEADER_TEXT,Team hiscores show the best Teams in the world. Join a Team and help to conquer the leaderboards,,,,,,,,,,,
TID_TEAM_HISCORES_TIP,Team Hiscores show the best Teams in the World.\nHelp your Team to conquer the leaderboards!,,,,,,,,,,,
TID_FACEBOOK_ERROR_RETRY,Facebook sign-in failed. Please retry.,,,,,,,,,,,
TID_FACEBOOK_ERROR_RETRY_LATER,Facebook sign-in failed due to a Facebook server issue. Please retry later.,,,,,,,,,,,
TID_FACEBOOK_ERROR_CANCELED,Facebook sign-in cancelled. In order to have full Smash Land Facebook functionality please sign into Facebook.,,,,,,,,,,,
TID_FACEBOOK_ERROR_UNKNOWN,Facebook sign-in failed due to an unknown reason. Please retry and in case it fails again please contact Player Support in-game through the report an issue button.,,,,,,,,,,,
TID_FACEBOOK_ERROR_SETTINGS,"Facebook sign-in failed. Please go to your Device Settings > Facebook.\nStep 1: Delete your account and sign back into Facebook.\nStep 2: Ensure that Smash Land is enabled in the list \qAllow these Apps to use your account\q.\n(If Smash Land is not on the list, sign into Facebook from within the game)",,,,,,,,,,,
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE,Facebook Alert,,,,,,,,,,,
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT,This Facebook account is already linked to another game progress. Link it to your current game instead?,,,,,,,,,,,
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE,New Facebook login,,,,,,,,,,,
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT,Do you want to save your current game on this Facebook account?,,,,,,,,,,,
TID_SET_SAIL_HEADER,Treasure Hunt,,,,,,,,,,,
TID_SELECT_HERO_TO_LOOK_DIAL,Send a ship on a Treasure Hunt,,,,,,,,,,,
TID_TREASURE_TIP,Better ship finds more Gold and XP,,,,,,,,,,,
TID_SHIP_UNLOCKS_AT_LEVEL,Unlocks at <c3>XP Level <num></c>,,,,,,,,,,,
TID_SHIP_UPGRADE,Upgrade Ship,,,,,,,,,,,
TID_SHIP_CHAR_SELECTION_TITLE,Select Hero to Hunt,,,,,,,,,,,
TID_SHIP_RETURNS_IN,Ship returns in:,,,,,,,,,,,
TID_SHIP_RETURNS_IN_MULTIPLE,Heroes return in:,,,,,,,,,,,
TID_SHIP_HAS_RETURNED,Your ship has returned home!,,,,,,,,,,,
TID_SHIP_HAS_BEEN_UPGRADED,You ship has been upgraded!,,,,,,,,,,,
TID_CONNECT_TO_FB_ITEM_TITLE,Connect to Facebook to see your friends rankings!,,,,,,,,,,,
TID_CONNECT_TO_FB_ITEM_TITLE_SHORT,See friends' hiscores for this island!,,,,,,,,,,,
TID_CONNECT_TO_FB_ITEM_TEXT,Game Center and Facebook friends appear when you're logged into services.,,,,,,,,,,,
TID_CONNECT_TO_GC_ITEM_TEXT,Game Center and Facebook friends appear when you're logged into services.,,,,,,,,,,,
TID_CONNECT,Connect,,,,,,,,,,,
TID_ITEM_AVAILABILITY_SPEED_UP,Item can be now attached!,,,,,,,,,,,
TID_SPEEDUP_ITEM_AVAILABILITY_TEXT,Do you want to use item again instantly?,,,,,,,,,,,
TID_SPEEDUP_ITEM_AVAILABILITY_HEADER,Item is unusable,,,,,,,,,,,
TID_SPEEDUP_SHIP_UPGRADE_TEXT,Do you want to finish your ships upgrade instantly?,,,,,,,,,,,
TID_SPEEDUP_SHIP_UPGRADE_HEADER,Ship is upgrading!,,,,,,,,,,,
TID_SPEEDUP_SHIP_TEXT,Do you want to finish your Treasure Hunt instantly to claim your treasure?,,,,,,,,,,,
TID_SPEEDUP_SHIP_HEADER,Ship is on a Treasure Hunt!,,,,,,,,,,,
TID_SPEEDUP_SHIP_FOR_UPGRADE_TEXT,Hero is busy on a Treasure Hunt! Do you want to complete your treasure hunt to make the upgrade possible?,,,,,,,,,,,
TID_SPEEDUP_SHIP_FOR_UPGRADE_HEADER,Ship is on a Treasure Hunt!,,,,,,,,,,,
TID_FACEBOOK_CONNECTED,Connected,,,,,,,,,,,
TID_FACEBOOK_DISCONNECTED,Disconnected,,,,,,,,,,,
TID_UNLOCK_MORE_HEROES_FOR_SHIP,Unlock more heroes to send one on a Treasure Hunt!,,,,,,,,,,,
TID_SELECT_HERO,Select\nHero,,,,,,,,,,,
TID_HERO_WILL_BE_UNAVAILABLE_FOR,Your ship will be unavailable for:,,,,,,,,,,,
TID_HERO_WILL_BE_UNAVAILABLE_FOR_HOUR_COUNT,<num> hours,,,,,,,,,,,
TID_UPGRADING_HERO,Upgrading to Level <num>,,,,,,,,,,,
TID_UPGRADE_BUTTON_LABEL,Upgrading,,,,,,,,,,,
TID_TIME_LEFT,Time Left,,,,,,,,,,,
TID_UPGRADE_TIME,Upgrade Time,,,,,,,,,,,
TID_UPGRADE_FINISHED,<name> was upgraded to Level <num>,,,,,,,,,,,
TID_DECO_BOUGHT,Your item was purchased!,,,,,,,,,,,
TID_DECO_EQUIPPED,Your item is now equipped!,,,,,,,,,,,
TID_TAUNT_BOUGHT,Your item was purchased and is now usable in Multiplayer!,,,,,,,,,,,
TID_TAUNT_EQUIPPED,Your item is now equipped and usable in Multiplayer!,,,,,,,,,,,
TID_TIER_HEADER,Ranks and rewards:,,,,,,,,,,,
TID_TIER_INFO,"<name>: <trophies>+ Trophies. Gold: <gold>, XP: <xp>.",,,,,,,,,,,
TID_TIER_1,Rank 9,,,,,,,,,,,
TID_TIER_2,Rank 8,,,,,,,,,,,
TID_TIER_3,Rank 7,,,,,,,,,,,
TID_TIER_4,Rank 6,,,,,,,,,,,
TID_TIER_5,Rank 5,,,,,,,,,,,
TID_TIER_6,Rank 4,,,,,,,,,,,
TID_TIER_7,Rank 3,,,,,,,,,,,
TID_TIER_8,Rank 2,,,,,,,,,,,
TID_TIER_9,Rank 1,,,,,,,,,,,
TID_TIER_10,Rank Crown 3,,,,,,,,,,,
TID_TIER_11,Rank Crown 2,,,,,,,,,,,
TID_TIER_12,Rank Crown 1,,,,,,,,,,,
TID_TIER_TROPHIES,Trophies:,,,,,,,,,,,
TID_TIER_TROPHIES_TEXT,<num>+,,,,,,,,,,,
TID_TIER_REWARDS,Rewards:,,,,,,,,,,,
TID_TIER_UP,RANK UP!,,,,,,,,,,,
TID_TIER_DOWN,RANK DOWN!,,,,,,,,,,,
TID_CROWN_EARNED,CROWN EARNED!,,,,,,,,,,,
TID_TIP_UNLOCK_CHARACTER_IN_THE_SHOP,Hire <name> from the Shop!,,,,,,,,,,,
TID_SHOP_ENERGY,Energy,,,,,,,,,,,
TID_SHOP_FILL_ENERY,Refill Energy,,,,,,,,,,,
TID_SHOP_MORE_MAX_NRG,Increase Maximum Energy,,,,,,,,,,,
TID_BUY_FULL_ENERGY_BUT_FULL_ALREADY,You already have full <c3>Energy!</c>,,,,,,,,,,,
TID_BUY_INCREASE_ENERGY_MAX_BUT_FULL_ALREADY,You have purchsed all available <c3>Energy</c> items!,,,,,,,,,,,
TID_ENERGY_ITEM_BOUGHT,Maximum <c3>Energy</c> increased!,,,,,,,,,,,
TID_BOOSTER_BOUGHT,<name> bought!,,,,,,,,,,,
TID_FX_PLUS_COMBO,+1 COMBO,,,,,,,,,,,
TID_FX_MINUS_COMBO,- 1 COMBO,,,,,,,,,,,
TID_FX_DOUBLE_DMG,2xDMG,,,,,,,,,,,
TID_NO_MORE_AVAILABLE,MAXED OUT!,,,,,,,,,,,
TID_TAP_TO_CONTINUE,Tap to continue,,,,,,,,,,,
TID_STARS_LAST_WEEK,Stars last season:,,,,,,,,,,,
TID_STARS_COLLECTED,Total stars collected:,,,,,,,,,,,
TID_TEAM_GOAL_KILL_HEROES_WITH_FIREBALL,Flame Griller,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_FIREBALL,Destroy <num> heroes with Fireball,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_FIREBALL_COMPLETE,Destroyed <num>,,,,,,,,,,,
TID_TEAM_GOAL_KILL_HEROES_WITH_TNT,Explosive Master,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_TNT,Destroy <num> heroes with Dynamite,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_TNT_COMPLETE,Destroyed <num>,,,,,,,,,,,
TID_TEAM_GOAL_KILL_HEROES_WITH_CANNON,Cannon Captain,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_CANNON,Destroy <num> heroes with Cannon,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_CANNON_COMPLETE,Destroyed <num>,,,,,,,,,,,
TID_TEAM_GOAL_KILL_HEROES_WITH_PRINCESS,The Mighty Axe!,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_PRINCESS,Destroy <num> heroes using Princess,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_PRINCESS_COMPLETE,Destroyed <num>,,,,,,,,,,,
TID_TEAM_GOAL_KILL_HEROES_WITH_ADVENTURE_BOY,Adventure Extravaganza,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_ADVENTURE_BOY,Destroy <num> heroes using Adventure Boy,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_ADVENTURE_BOY_COMPLETE,Destroyed <num>,,,,,,,,,,,
TID_TEAM_GOAL_KILL_HEROES_WITH_MUMMY,Mummy Mastery,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_MUMMY,Destroy <num> heroes using the Mummy,,,,,,,,,,,
TID_TEAM_GOAL_INFO_KILL_HEROES_WITH_MUMMY_COMPLETE,Destroyed <num>,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_MULTIPLE_HEROES_WITH_SINGLE_SLING,Super Flinger,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_MULTIPLE_HEROES_WITH_SINGLE_SLING,Clear multiple heroes with a single fling <num> times ,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_MULTIPLE_HEROES_WITH_SINGLE_SLING_COMPLETE,Cleared <num>,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_ADVENTURE_BOYS,Adventure Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_ADVENTURE_BOYS,Destroy <num> Adventure Boys,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_ADVENTURE_BOYS_COMPLETE,Cleared <num>,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_WIZARD,Wizard Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_WIZARD,Destroy <num> Wizards,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_WIZARD_COMPLETE,Cleared <num>,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_PRINCESS,Princess Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_PRINCESS,Destroy <num> Princess Pows,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_PRINCESS_COMPLETE,Cleared <num>,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_MUMMY,Mummy Masher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_MUMMY,Destroy <num> Mini Mummies,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_MUMMY_COMPLETE,Cleared <num>,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_MULTIPLE_HEROES_WITH_SINGLE_FIREBALL,Fireball Frenzy,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_MULTIPLE_HEROES_WITH_SINGLE_FIREBALL,Clear multiple heroes with a single fireball <num> times,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_MULTIPLE_HEROES_WITH_SINGLE_FIREBALL_COMPLETE,Cleared <num>,,,,,,,,,,,
TID_TEAM_GOAL_DESTROY_CANNON,Cannon Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_DESTROY_CANNON,Destroy <num> cannons,,,,,,,,,,,
TID_TEAM_GOAL_INFO_DESTROY_CANNON_COMPLETE,Destroyed <num> cannons,,,,,,,,,,,
TID_TEAM_GOAL_BOUNCE_TO_MUSHROOM,Mushroom Bouncer,,,,,,,,,,,
TID_TEAM_GOAL_INFO_BOUNCE_TO_MUSHROOM,Bounce into mushroom <num> times,,,,,,,,,,,
TID_TEAM_GOAL_INFO_BOUNCE_TO_MUSHROOM_COMPLETE,Bounced into mushroom <num> times,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_BEES,Bee Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_BEES,Clear <num> bees,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_BEES_COMPLETE,Cleared <num> bees,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_PYRAMIDS,Pyramid Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_PYRAMIDS,Clear <num> pyramids,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_PYRAMIDS_COMPLETE,Cleared <num> pyramids,,,,,,,,,,,
TID_TEAM_GOAL_CLEAR_BATS,Bat Smasher,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_BATS,Clear <num> bats,,,,,,,,,,,
TID_TEAM_GOAL_INFO_CLEAR_BATS_COMPLETE,Cleared <num> bats,,,,,,,,,,,
TID_PREVIOUS_SEASON,Previous Season Goals,,,,,,,,,,,
TID_COLLECTED,collected,,,,,,,,,,,
TID_NO_UNCLAIMED_REWARDS,No rewards to Claim,,,,,,,,,,,
TID_UNCLAIMED_REWARD,Unclaimed Rewards,,,,,,,,,,,
TID_YOU_HAVE_CLAIMED,You have received,,,,,,,,,,,
TID_YOUR_TEAM_COLLECTED,Your Team collected,,,,,,,,,,,
TID_ONGOING_SEASON,Ongoing Team Goals,,,,,,,,,,,
TID_SEASON_TIME_LEFT,Time Left:\n<time>,,,,,,,,,,,
TID_LAST_SEASON_RESULTS,Season Finished!,,,,,,,,,,,
TID_INFO_POP_UP_IAP_NOTE,"Smash Land is free to play, but you can speed up your progress with in-app purchases. If desired, purchases can be disabled in your device´s settings.",,,,,,,,,,,
TID_INFO_POP_UP_IAP_NOTE_BUTTON,Okay,,,,,,,,,,,
TID_INFO_POP_UP_IAP_NOTE_TITLE,In-App Purchases,,,,,,,,,,,
TID_IAP_NOT_AVAILABLE,Please enable In-App Purchases in your device restrictions settings.,,,,,,,,,,,
TID_IAP_TRANSACTION_PENDING,Please wait. Transaction is pending.,,,,,,,,,,,
TID_SHIP_UPGRADE,Upgrade Ship,,,,,,,,,,,
TID_SHIP_UGRADE_HELPER,Upgrade your ship to level <num> to start receiving better rewards!,,,,,,,,,,,
TID_SHIP_UGRADE_HELPER_FIRST,Upgrade your ship to send it to hunt for Gold and XP treasure!,,,,,,,,,,,
TID_SHIP_UPGRADE_LOCKED,Unlock the <c3>Captain Smash</c> to upgrade your ship!,,,,,,,,,,,
TID_SHIP_UPGRADE_LOCKED_XP,You need <c3>XP Level <num></c> to upgrade your ship!,,,,,,,,,,,
TID_SHIP_UPGRADE_TIME,Upgrading\n<time>,,,,,,,,,,,
TID_REWARDS_HUNT,Possible rewards:,,,,,,,,,,,
TID_HOT_SHOT,You cleared the battle with one shot!,,,,,,,,,,,
TID_CLAIM_TEAM_GOAL_REWARD,Team Goal Rewards!,,,,,,,,,,,
TID_RATE_APP_TITLE,Rate Smash Land,,,,,,,,,,,
TID_RATE_APP_MESSAGE,Please rate Smash Land on App Store to give us valuable feedback!,,,,,,,,,,,
TID_BUTTON_RATE_APP_LATER,Not right now,,,,,,,,,,,
TID_BUTTON_RATE_APP_REVIEW,Ok,,,,,,,,,,,
TID_BUTTON_RATE_APP_NEVER,Don't ask again,,,,,,,,,,,
TID_NARRATION_01,Our story begins at the end...,,,,,,,,,,,
TID_NARRATION_02,A mysterious evil has taken over the land.,,,,,,,,,,,
TID_NARRATION_03,"Find the lost heroes,\ndefeat the bad guys and become\nthe best!",,,,,,,,,,,
TID_NARRATION_04,Welcome to...,,,,,,,,,,,
TID_NARRATION_05,SMASH LAND,,,,,,,,,,,
TID_VIEW_CONTRIBUTIONS,Show contributions,,,,,,,,,,,
TID_FOR,for,,,,,,,,,,,
TID_TEAM_GOAL_STAR_RECEIVED,Team Goal Star Received,,,,,,,,,,,
TID_AVAILABLE_NOW,Available now!,,,,,,,,,,,
TID_PLAYER_ID,Player ID: <HIGH>-<LOW>,,,,,,,,,,,
TID_CONNECTION_WITH_SERVER_RESULTED_IN_ROLLBACK,Network problem! Loaded game state from server.,,,,,,,,,,,
TID_QUEST_FAIRY_HOME,Elo House,,,,,,,,,,,
TID_QUEST_GENIE_HOME,Lamps'R'US,,,,,,,,,,,
TID_QUEST_SPACEGIRL_HOME,Lazer Landing,,,,,,,,,,,
TID_QUEST_YETI_HOME,Chilly Campground,,,,,,,,,,,
TID_QUEST_TNT_HOME,Boom Canyon,,,,,,,,,,,
TID_TEAM_ICON,Teams,,,,,,,,,,,
TID_SHUTDOWN_STARTED,Game is closing for a short maintenance break in 5 minutes. Multiplayer is disabled during the break.,,,,,,,,,,,
TID_SHUTDOWN_BATTLE_DISABLED,Multiplayer is disabled until the maintenance break is over.,,,,,,,,,,,
TID_NEWS_UPDATE_TITLE,Big update has arrived!,,,,,,,,,,,
TID_NEWS_UPDATE_TEXT,* New! Attach items to your heroes for powerful boosts!\n* New! Load your magic pack with spells and take your battles to the next level!\n* New! Look out for Multiplayer special events for bonus rewards!\n* Discover rare Gembits to unlock powerful items and Heroes!\n* Lumimi special attack improved\n* Princess ability improved\n* Buster and Zalla Zam hitpoints reduced\n* TnT can be now moved,,,,,,,,,,,
TID_UPGRADED_RANK,<rank>,,,,,,,,,,,
TID_TEAM_CHALLENGE,Challenge,,,,,,,,,,,
TID_BUTTON_ACCEPT_CHALLENGE,Accept Challenge,,,,,,,,,,,
TID_CHALLENGE_POPUP_DEFAULT_TEXT,Can you beat me?,,,,,,,,,,,
TID_WAITING_FOR_OPPONENT_TO_ACCEPT,Waiting for challenger...,,,,,,,,,,,
TID_TITLE_CHALLENGE_TITLE,Multiplayer challenge!,,,,,,,,,,,
TID_CHALLENGE_DESCRIPTION,Challenge your teammates for a friendly (or not so friendly) battle! Choose your heroes!,,,,,,,,,,,
TID_CHALLENGE_ACCEPT_DESCRIPTION,Accept the teammates challenge? Choose your heroes below!,,,,,,,,,,,
TID_CHALLENGE_SUCCESS,Challenge request sent!,,,,,,,,,,,
TID_CHALLENGE_FAIL,You have already started a challenge. Start again in <time>.,,,,,,,,,,,
TID_START_MATCH_WITH,Team Challenge from:,,,,,,,,,,,
TID_CHALLENGE_ALREADY_FULL,Challenge is no longer available,,,,,,,,,,,
TID_CHALLENGE_ALREADY_FULL_NAME,<name> accepted the challenge,,,,,,,,,,,
TID_CHALLENGE_FAIL_SERVER,Could not join the match!,,,,,,,,,,,
TID_ALLIANCE_MESSAGE_TITLE,Mail,,,,,,,,,,,
TID_ALLIANCE_DEFAULT_MAIL_MESSAGE,Message to members,,,,,,,,,,,
TID_ALLIANCE_DEFAULT_MAIL_TITLE,Teammates!,,,,,,,,,,,
TID_ALLIANCE_MAIL_SENT_SUCCESSFULLY,Mail sent to teammates!,,,,,,,,,,,
TID_ALLIANCE_MAIL_FAIL_COOLDOWN,You need to wait before sending mail again,,,,,,,,,,,
TID_BONUS_STAMP,BONUS!,,,,,,,,,,,
TID_CHALLENGE_ENTRY_WINNER,<name> won!,,,,,,,,,,,
TID_CHALLENGE_ENTRY_TIE,Tie!,,,,,,,,,,,
TID_SPELL_SCREEN_TITLE,Create Spells,,,,,,,,,,,
TID_TIME_LEFT,Time Left:,,,,,,,,,,,
TID_CREATE_SPELLS,Create Spells for your next battle,,,,,,,,,,,
TID_SPELLS,Spells,,,,,,,,,,,
TID_SPELLS_READY,Spells ready <num1>/<num2>:,,,,,,,,,,,
TID_SPELL_SPEEDUP_NOT_POSSIBLE,Not enough free spell slots!,,,,,,,,,,,
TID_USE_SPELL,Use Spell?,,,,,,,,,,,
TID_BUY_NEW_SPELL_SLOT,Unlock new spell slot?,,,,,,,,,,,
TID_BUY_NEW_SPELL,Unlock new Spell '<name>'?,,,,,,,,,,,
TID_UNLOCK,UNLOCK,,,,,,,,,,,
TID_SPELL_QUEUE_FULL,Spells full!,,,,,,,,,,,
TID_SPELL_QUEUE_EMPTY,Queue empty,,,,,,,,,,,
TID_SPELL_CONFIRM,Confirm,,,,,,,,,,,
TID_SPELL_TRAINING_TIME,Production Time: <time>,,,,,,,,,,,
TID_SPELL_EARTHQUAKE,Lightning Bolts,,,,,,,,,,,
TID_INFO_SPELL_EARTHQUAKE,Calls lightning storm that destroys all enemy shields and deals damage to enemies with highest hitpoints,,,,,,,,,,,
TID_SPELL_HP,Restoration,,,,,,,,,,,
TID_INFO_SPELL_HP,Collecting hero receives small amount of health,,,,,,,,,,,
TID_SPELL_FREEZE,Flashfreeze,,,,,,,,,,,
TID_INFO_SPELL_FREEZE,Freezes enemy for a turn. Frozen enemy can't use special powers to attack and their combo counter won't advance.,,,,,,,,,,,
TID_SPELL_OBSTACLE,Blockade,,,,,,,,,,,
TID_INFO_SPELL_OBSTACLE,Collecting hero creates a wall of crystal blocks in the area of their first hit ,,,,,,,,,,,
TID_SPELL_SUPERSIZE,Super Size,,,,,,,,,,,
TID_INFO_SPELL_SUPERSIZE,"Collecting hero turns into giant, moves through obstacles and pushes enemies he touches!",,,,,,,,,,,
TID_INVALID_HERO_FOR_SPELL,Not usable right now!,,,,,,,,,,,
TID_SPELL_UNLOCKS_LEVEL,Unlocks at <c3>XP Level <num></c>,,,,,,,,,,,
TID_SPELL_UNLOCK_SLOT_TEXT,Unlock Slot,,,,,,,,,,,
TID_CANT_USE_SAME_CHAR,Can't use same hero twice!,,,,,,,,,,,
TID_CANT_USE_SAILING_CHAR,This hero is currently sailing!,,,,,,,,,,,
TID_CANT_CHANGE_LINEUP_NOW,Remove heroes first!,,,,,,,,,,,
TID_TEAM_NOT_FULL,Team is not full!,,,,,,,,,,,
TID_MINUS_SIGN,-0,,,,,,,,,,,
TID_EVENT_PVP_1,Multiplayer Event,,,,,,,,,,,
TID_EVENT_PVP_1_NAME,King Bee's Challenge,,,,,,,,,,,
TID_EVENT_PVP_1_INFO,It's a King Bee's Challenge for limited amount of time! You'll have increased chances to find <c6>Gembits</c> from multiplayer matches and the multiplayer chest will contain additional <c6><gold></c> gold and <c6><xp></c> xp!\n\nTime left: <c6><time></c>,,,,,,,,,,,
TID_EVENT_PVP_1_NOTIFICATION,King Bee's Challenge event is now ongoing for limited time!,,,,,,,,,,,
TID_EVENT_PVP_2,Multiplayer Event,,,,,,,,,,,
TID_EVENT_PVP_2_NAME,Fear Fever Frenzy,,,,,,,,,,,
TID_EVENT_PVP_2_INFO,"Fear Fever Frenzy event is here! For the limited 6 hour time, you'll have increased chances to find <c6>Gembits</c> from multiplayer matches and the multiplayer chest will contain additional <c6><gold></c> gold and <c6><xp></c> xp!\n\nTime left: <c6><time></c>",,,,,,,,,,,
TID_EVENT_PVP_2_NOTIFICATION,Fear Fever Frenzy event is now ongoing for limited time!,,,,,,,,,,,
