"Name","Sound","Volume","MinPitch","MaxPitch","ParticleEmitter","CameraShake","AttachToParent","IsoLayer","Targeted","IgnoreTargetedScaling","StartOffset","UseFlashOffset","IsLaser","PlayDuringFastForward","StatusEffectTarget","StatusEffectTargetClass","StatusEffectType","UnitState","StatusEffectPriority","StatusEffectOverride","TriggerOnStatusRefresh","StatusEffectTriggerRateMs","StatusEffectChance","ColorEffectType","ColorEffectLengthMs","Color1Add","Color2Add","Color1Mul","Color2Mul","ColorEffectPhase","ColorEffectSpeed","ShakeEffectLengthMs","ShakeStrengthX","ShakeStrengthY","ShakeSpeedX","ShakeSpeedY"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Missile Hit","sfx/missile_hit_01.wav",80,95,105,"bomb_crater_mortar",30,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Particles5",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Upwards_Explosion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Upwards_Explosion_Additive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boom Cannon Hit","sfx/boom_cannon_hit_01.wav",80,95,105,"bomb_crater_mortar",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_additive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"LaunchRocket_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Shockwave",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit_flash",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boom Cannon Attack","sfx/boom_cannon_01.wav",80,100,100,"cannon_lightFlash",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boom Cannon Attack2","sfx/boom_cannon_01.wav",80,100,100,"cannon_lightFlash2",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shocked",,70,95,105,"electricity_shock_building",,"true","ground",,,,,,"true","Building",,"Stun",,,,,400,70,,,,,,,,,64,1024,,,
"Shocked Troop",,70,95,105,"electricity_shock",,"true","ground",,,,,,"true","Character",,"Stun",,,,,400,70,,,,,,,,,64,1024,,,
"Stun HitTop",,70,95,105,"electricity",,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Stun Hit_1","sfx/stun_grenade_03.wav",70,95,105,"stun_ring_1",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stun Hit_2","sfx/stun_grenade_03.wav",70,95,105,"stun_ring_2",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stun Hit_3","sfx/stun_grenade_03.wav",70,95,105,"stun_ring_3",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stun Hit_4","sfx/stun_grenade_03.wav",70,95,105,"stun_ring_4",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stun Hit_5","sfx/stun_grenade_03.wav",70,95,105,"stun_ring_5",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stun Hit_6","sfx/stun_grenade_03.wav",70,95,105,"stun_ring_6",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"stun_sparks_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Native Disembark","sfx/native_deploy_01.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/native_deploy_02.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/native_deploy_03.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/native_deploy_04.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ammo counter","sfx/ammo_counter_01.wav",60,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Get extra ammo","sfx/ammo_getmore_01.wav",70,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Extra Vp","sfx/take_townhall_01.wav",80,100,100,"Collect Extra Vp",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Vp",,80,100,100,"Collect Vp",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Gunship Attack",,100,95,105,"Mortar_flash",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_lightFlash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Gunship_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muzzle Flash Tower Roof","sfx/assault_troop_shoot_01.wav",50,90,110,,,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Diamonds",,40,100,100,"Collect Diamonds",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shock_Launcher","sfx/boom_beach_stun_shoot_01.wav",70,95,105,"Shock_Launcher",,"true","top","true","true",450,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"launcher_spark1",,"true","top","true","true",350,,,,,,,,,,,,,,,,,,,,,,,,,
"Tree Pickup ice","sfx/tree8.wav",90,100,100,,,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Intel","sfx/take_townhall_01.wav",80,100,100,"Collect Intel",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Alliance VP",,80,100,100,"Collect Alliance VP",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Flamer Attack","sfx/flame_thrower_01.wav",80,95,105,"FireEndSmoke_flamer",,"true","objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"FireSpread_flamer",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"FireWhite_flamer",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flamer Attack Solid",,,,,"FireSolid_flamer",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Grenadier Hit","sfx/grenade_explo_01.wav",80,95,105,"bomb_crater_mortar",30,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Soot",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Particles5",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenadier Throwgrenade","sfx/demo_throw_01.wav",50,90,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Sgt Cluster Grenade","sfx/hero_sgt_grenade_01.wav",50,98,102,"Mortar_smoke",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_grenade_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_throw_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_grenade_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_throw_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Sgt Grenade","sfx/hero_sgt_grenade_01.wav",50,98,102,,,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_grenade_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_throw_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/hero_sgt_grenade_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_throw_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SargeShield","sfx/seargent_shield_01.wav",80,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FlamerTank Attack","sfx/tank_flame_01.wav",80,95,105,"FireWhite_flamer2",,"true","objects",,,0,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"FireEndSmoke_flamer2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"FireSpread_flamer2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flamer Attack Solid2",,,,,"FireSolid_flamer2",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"freezeray",,,,,"freezeray",,"true","top","true",,280,,"true","true",,,,,,,,,,,,,,,,,,,,,,
"freezeray_hit_ground",,,,,"groundfrost",,"true","ground","true","true",500,,"true","true",,,,,,,,,,,,,,,,,,,,,,
"freezeray_hit",,,,,"snow smoke",,"true","top","true","true",500,,"true","true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"snowflake burst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"snow smoke_smaller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Freeze",,,,,"snow smoke",,"true","top","true","true",500,,,"true",,,,,,,,,,,,,,,,,,,,,,
"freezeray_start",,,,,"freezeray_start",,"true","objects","true","true",500,,"true","true",,,,,,,,,,,,,,,,,,,,,,
"Laser",,,,,"Laser",,"true","top","true",,500,,"true","true",,,,,,,,,,,,,,,,,,,,,,
"Laser_start",,,,,"Laser_start",,"true","top","true","true",500,,"true","true",,,,,,,,,,,,,,,,,,,,,,
"Laser_end",,,,,"Laser_end",,"true","ground","true","true",0,,"true",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Laser_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Decoy Attack","sfx/bazooka_troop_fire_01.wav",50,90,110,"decoy_shoot",,"true","objects",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"Decoy Hit","sfx/drone_deploy_01.wav",80,95,105,"small_debris",75,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muzzle_flash_shock","sfx/shock_blaster_01.wav",50,90,110,"Muzzle_flash_shockgun",,"true","objects","true","true",650,,,,,,,,,,,,,,,,,,,,,,,,,
"Doom_bling","sfx/epic_smallgun_fire_02.wav",70,98,102,"Doom_flare",,"true","objects",,,0,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Persistent VP",,80,100,100,"Collect Persistent VP",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Drone Die","sfx/drone_die_01.wav",70,100,110,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prototype Expires Soon",,,,,"Smoke_Outpost_Continuous_25",,,"objects",,,900,,,,,,,,,,,,,,,,,,,,,,,,,
"Machine Gun Sound Only","sfx/machinegun_attack_02.wav",90,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Destroyed Critterbox","sfx/glassbreak_critter_happy_01.wav",70,90,110,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_spark1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melon Explosion","sfx/lightning_amb_01.wav",70,95,105,"Explosion_ground",40,"true","objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Melon_drops_spray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_melons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_melon_leaves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green Goo Explosion","sfx/lightning_amb_01.wav",70,95,105,"goo_splatter",40,"true","objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Goo_drops_spray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serum_speed_explosion","sfx/cryobomb_01.wav",80,98,102,"serum_ring_speed",50,,"top",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink_serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"serum_smokepuffs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Serum_flame",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flame_debris_pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_glass_bigger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"sparkle area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"serum range ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CryoBombExplosion","sfx/cryobomb_01.wav",80,98,102,"Hit Ring1",50,,"top",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_greenglass_powercell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_big_powercell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"powercore_sparks_longer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"light_beam_powercell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"SmokePuffBig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ice_ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"FreezeSnowflakes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"FreezeSnowflakes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"FreezeSnowflakesSmaller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boosted Move",,,,,"superserum effect speed",,,"top",,,,,,,"Character",,"SpeedBoost","Moving",,,,128,,,,,,,,,,,,,,
,,,,,"serum sparkles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scared Troop",,,,,"Scary Skull",,"false","top",,,,,,,"Character",,"Panic",,20,"true",,1000,,"Pulse",,"#000000","#a251d9","#FFFFFF","#FFFFFF",0,200,1000,,1024,,5000
"Boosted Troop",,,,,"serum sparkles",,,"top",,,,,,,"Character",,"SpeedBoost",,10,,,1000,,"Pulse",,"#000000","#800080","#FFFFFF","#FFFFFF",0,200,1000,,1024,,5000
"Boosted Building",,,,,"serum sparkles_building",,,"top",,,,,,,"Building",,"SpeedBoost",,10,,,1000,,"Pulse",,"#000000","#800080","#FFFFFF","#FFFFFF",0,200,1000,,,,
"Freeze Melt",,,,,"snow smoke",,"true","top","true","true",500,,"true","true",,,,,,,,,,,,,,,,,,,,,,
"Freezer_fire_sound","sfx/cryo_gun.wav",50,90,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laser_fire_sound","sfx/boom_lazer_02.wav",50,90,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Fire",,,,,,,,,,,,,,,"All",,"Fire",,20,,,,,"Pulse",,"#000000","#E40000","#FFFFFF","#FFFFFF",,200,,,,,
"Healed",,,,,,,,,,,,,,,"Character",,"Heal",,30,,,,,"Pulse",,"#000000","#808080","#FFFFFF","#FFFFFF",,100,,,,,
"Obstructing",,,,,,,,,,,,,,,,,,,100,,,,,"Pulse",5000,"#000000","#000000","#FF0000","#FFFFFF",,100,,,,,
"Smoked",,,,,,,,,,,,,,,"Character",,"Smoke",,100,,,,,"Pulse",,"#969696","#AAAAAA","#0F0F0F","#141414",,,,,,,
"Stunned",,,,,,,,,,,,,,,"All",,"Stun",,70,,,,,"Pulse",,"#000000","#000000","#646464","#DCDCDC",,,,,,,
"Frozen Initial Pulse",,,,,,,,,,,,,,,"All",,"Freeze",,60,,"true",,,"Pulse",500,"#6080D0","#152751","#FFFFFF","#FFFFFF",,200,,,,,
"Frozen Fading Color",,,,,,,,,,,,,,,"All",,"Freeze",,50,,,,,"Linear",,"#3C6088","#152751","#FFFFFF","#FFFFFF",,,,,,,
"scary_mortar_explosion","sfx/drac_mor_hit_01.wav",80,100,100,"scary_smoke_ring",70,,"top",,,0,"true",,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"bomb_crater_mortar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"scary_mortar_radius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_big_powercell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"scary_debris_pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"SmokePuffScary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"scary_ghosts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink_serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grapple Attack","sfx/grapple_fire_01.wav",80,100,100,"cannon_lightFlash",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
